item_id,item_name,domain,review_text,rating
B00USAL0OW,"Transcend DrivePro 200 32GB Car Dash Cam Video Recorder, Built-In Wi-Fi, 1080p, Smart Phone Connectivity Includes Adhesive Mount and Bonus Suction Mount, 16GB MicroSD Card, Exclusive Microfiber Cloth",Mobile_Electronics,5,Very good video quality and easy to set up.
B00V63GK5E,"[NEW VERSION] Bluetooth Receiver 4.0 [Apt-x Technology], Doosl Hand-free Calling Bluetooth V4.0 Car Kit Music Receiver, iPhone Bluetooth radio with 3.5mm AUX Port and 1A USB Car Charger",Mobile_Electronics,1,Worst product
B00U0USES0,SunroadTek® for iPhone 5 5S iPhone 6 6 plus 3.5mm Car MP3 Player Radio Interface AUX in Adapter for Toyota Camry Corolla Yaris Highlander Land cruiser Tacoma RAV4 Prius 4Runner,Mobile_Electronics,4,Great product
B003DZ5RR0,2 Pieces 2 Pin Black Plastic 2 x 1.5V AAA Battery Cell Case Holder,Mobile_Electronics,5,nice battery holders. Work well.
B008RV3DEY,New Uncut Blank Transponder Ignition Key for Toyota Avalon Camry Corolla Rav4 Tundra Yaris Matrix Solara (Chip #4d-67),Mobile_Electronics,1,"These keys have some cheap-ass plastic grips. The plastic was already separating. Then, when I took them to the automotive locksmith for cutting and programming, he said that there wasn't any transponder detected within the key.    Better off checking ebay. Found some on there for $12.50. Rubber grip. Higher quality."
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,4,very nice
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,A++ wires!!
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,"Really great product, the 10ft. cable is very convenient and it feels like a high quality cable. I've had for over a month now and unlike the one star reviews, mine has not spontaneously combusted, fallen apart, or stopped working. Just take care of your things and they'll take care of you too.<br />Also, the company's customer service is outstanding, having contacted me with a one year warranty and offering assistance if the product were to fail.<br />Will definitely recommend to my friends/family."
B0083ACGCO,"ReVIVE Solar ReStore XL 4000mAh Solar Charger Power Bank & USB Rechargeable External Battery Travel Pack w/ Universal USB Charging Port & High-Efficiency Solar Panel for MP3 Media Players, Smartphones , E-readers , iPad and More!",Mobile_Electronics,1,"Can't be charged from solar but very slow,I am charging it electrically than I use it .also very weak."
B00W3E6VC2,Original Full LCD Screen Display Panel Replacement for Garmin Montana 600 600t 650 650t with Touch Screen Digitizer,Mobile_Electronics,2,mine got condensation in it after the first rain.  the gps unit was fine but this had water in it for days before it dried
B00S5OFP3K,"Premium 10ft 8 pin Well-Braided USB Sync Charger Data Cable Cord Data for iPhone 6 / 6 Plus, 5s / 5c / 5, iPad Air 4 iPad Mini Retina, iPod Nano 7th Generation(Ct.3)(green blue purple)",Mobile_Electronics,1,These are awful! They are very cheap and you get what you pay for... This package of 3 didn't even last a month and none of them work. Very disappointed in this product
B00PFI63ZI,Aweek® LED Universal ActiSafety HUD Car Head Up Display System Car Hud Vehicle-mounted With OBD II Interface Maximum Speed Record/ Gear Shift Reminding / Over Speed Alarm / Water Temperature Alarm / Voltage Alarm,Mobile_Electronics,2,The device was not what I expected.  Changing the functions were difficult.  The instructions were not clear on how to use the different features.
B00K98535A,Pioneer TS-SW2002D2 8-inch Shallow-Mount Subwoofer with 600 Watts Max Power,Mobile_Electronics,5,Great 8&#34; sub. Really fills my suburban with deep sounds. Fits right in factory opening for 8&#34; shallow sub.
B00QGPN14A,Zastone HH9900 Quad Band Antenna for TYT TH-9800 Vehicle Mobile Radio,Mobile_Electronics,5,great
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,What can you say?  It's a cable.  It works and appears well made.
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,Hhjj
B005Y71VWU,Rubberized Hot Pink Black Leopard Snap on Design Case Hard Case Skin Cover Faceplate for Samsung Exhibit II 4G T679 (T-Mobile),Mobile_Electronics,5,Good
B002OHXX60,CTEK,Mobile_Electronics,5,Perfect!  I mounted this to the dash of my 2010 Polaris 800 RZRs just to the left of the steering wheel.  Plenty of cable to reach the battery and be tucked away under the paneling.  Since the battery is mounted under the seat and on it's side attaching the battery tender can be a chore.  With this adapter it is quick and easy to hook up the CTEK tender to the RZR and walk away.  I love it.
B00QERR5CY,iXCC Multi pack Lightning cable,Mobile_Electronics,5,"I'm extremely happy with this product. I've had it for a few months now, without issue."
B00QERR5CY,iXCC Multi pack Lightning cable,Mobile_Electronics,5,"Had 2 for a few weeks now and so far, so good."
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,Ordered multiples of these months ago in case they break like every other iPhone charger and not one has broke nor does it have problems or show wear and tear
B00EM2ZG6K,Supersonic Portable Audio System MP3/CD Player with USB/AUX Inputs & AM/FM Radio Supersonic Portabl,Mobile_Electronics,5,Exactly what we were looking for.
B00KY32O0M,GPX HC221B Compact CD Player Stereo Home Music System with AM/ FM Tuner,Mobile_Electronics,3,i like it  good for what i needed
B00NSGCQRI,Provenice 7 inch Car GPS Navigation Bluetooth AV-IN Rear View Camera 4GB Free Maps US ship,Mobile_Electronics,1,"The unit always hang, difficult to start and actually this is not the product that I wanted but because the shipping cost to return this item is expensive, I had to just bear with the unit's poor performance."
B00X8M0Y3K,Sony CFDS05/CF CD Radio Cassette Recorder Boombox Speaker System (Certified Refurbished),Mobile_Electronics,4,Just as described. Shipping could not have been better.
B00PPWGV8S,Cosmos® Travel Carry Neoprene Sleeve Case Bag Cover for OontZ Angle Ultra Portable Wireless Bluetooth Speaker (NOT for OontZ Angle Plus),Mobile_Electronics,5,"Great speakers. We do presentations and the laptop speakers sound tinny, with these speakers the sound is great and fills a large room."
B003I3W8W4,SODIAL(R) 3.5mm CAR AUDIO AUX JACK BLACK RETRACTABLE CABLE CORD [Electronics],Mobile_Electronics,5,Bought a couple of these and both perform flawlessly.
B00I6DLIB8,MSI GTX 750 TI 2GB DDR5 OC 128Bit DVI-D/D-SUB/HDMI N750TI TF 2GD5/OC,Mobile_Electronics,5,It worked in my HP Pavilion p6674y which has a 250 watt power supply.
B00K0B73P4,CiBest® 2.7-inch HD 720P Car LED IR Vehicle Camera SOS Dual Lens Recorder Car DVR Driving Recorder with G-Sensor F20,Mobile_Electronics,3,Automatic  sensor it not working  correctly
B00MTJ938A,"SeresRoad Z7 Novatek 96650 Chipset 2.0"" LCD Diaplay 1080P FHD 140 Degree Wide Angle H.264 Car Road Dash Video Camera Recorder Car DVR Black Box Dash Camera Dashcam with G-sensor/ Motion Detection/ Night Vision/ WDR",Mobile_Electronics,5,It was a gift but I gave it a try for a week and it worked great and lovedo the size because it's discrete
B00LFD0Z0G,Aweek® RH-205 Single Band VHF 144MHz BNC Connector Handheld Radio Telescopic Antenna for Diamond ICOM V8 V80 V80E V82 V85 F3S Two Way Radio,Mobile_Electronics,5,This is a great antenna.  It is almost comparable to my J-pole.  I'm really blown away by it.
B0117N8G72,EMY Wireless Bluetooth FM Transmitter with Music Control Hands Free Calling and USB Charging Port for Smart Phone and MP3 MP4,Mobile_Electronics,5,EMY Wireless Bluetooth FM Transmitter with Music Control Hands Free Calling and USB Charging Port for Smart Phone and MP3 MP4<br />This EMY works great but doesn't fit right in my car because of where my cigarette lighter plug is located.  I am still giving 5 stars because even though it doesn't fit right it works great.  It didn't create a buzzing noise some of the transmitter I have had did. I purchased at a discount for my honest unbiased review per the FTC.
B00LVQYRHE,Keyless Entry New 3 Buttons Folding Flip Blank KEY Case Shell Remote KEY Blank for Nissan Xterra Pathfinder Murano Maxima Armada Titan Frontier Quest / Infiniti QX4 Infiniti FX35,Mobile_Electronics,1,Broke as soon as I tried to change it - definitely doesn't work.
B012BTOZSA,Rocki + Spotify – Wi-Fi Enabled Device for Streaming Spotify Connect to Your Speakers You Already Have,Mobile_Electronics,3,"I've ordered 2 of them on official rocki web site. 1 of them died after 3 days.. Still no answer from the support after 1 week.<br />Otherwise the device is working fine for spotify connect. It is still a bit buggy, the initial setup is not straight forward and once the device did a reset to default setting by itself, I had to go through the buggy setup once again.."
B00RDCMYAW,Bluetooth Shower Speaker – SoundPal Water Resistant Wireless and Hands-free Speaker with Suction Cup - Compatible with All Bluetooth Devices,Mobile_Electronics,1,"In the morning, I unplug this from the charging wire and stick it in the shower so I can listen to music while I get ready. Then I turn it off and go to work. While I'm there, the SoundPal detaches from my shower and goes out to its own job, working as a busy inner-city doctor. Then it donates some of its time volunteering at a soup kitchen. Then, it somehow finds the time to have an enriching social life and even date. At least, this is what I assume. It's the only possible reason that it could be completely drained of battery power when I turn it back on the next morning."
B008ZYPL9I,Intelligent Auto Side Rear View Mirror Folding Closer System,Mobile_Electronics,1,Kept popping fuses and finally gave up before I fried something else.<br />$10.00  just called it a loss.
B00RFMRWW0,"Blusmart Car Fm Bluetooth Radio Transmitter, Hands-free Calls",Mobile_Electronics,5,"So I've had this little gadget for about 4 months and it works great. On long road trips I pair it to an iPad to play movies and the sound is directed to the car 's audio system making the trip much enjoyable and tolerable. Keep in mind that you have to find a vacant FM frequency in order to get a crisp clear transmission, so in cities like Los Angeles it may become a challenge but not impossible. Overall having bluetooth capability in my vehicle  it has enhanced my driving experience."
B00GEYZJZC,2 x 5th Gen LED car door Ghost Shadow laser projector logo light for Chrysler 300 Aspen Cirrus Concorde Crossfire Delta Neon Pacifica PT Cruiser Stratus Grand Voyager 200C EV Nassau...,Mobile_Electronics,5,The ghost lights we're exactly as described above. They are definitely a attention grabber so if you have a chrysler / mopar then these are a great buy. Install was a breeze also
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,So far it works perfectly.
B00W2Y1GJQ,Zusen 8gb 50 Hours Continuous to Play Mp3 Player with Bluetooth Transmitter Hi-fi Music Player White,Mobile_Electronics,1,This player is junk.  The seller sent one out which did not work for very long and a replacement which did not work at all.<br />don't waste your time ordering this.  Both are going back at my expense.
B0119BM1VE,"PEMOTechTM Bluetooth Wireless Speaker Mini Portable Super Bass For Pc Ipad Phones Tablets iPhone 6,5,5c 4s, iPod, Samsung Galaxy Note 3 2 S5 S4 S3,Macbook iMac, Sony, Nokia Htc One M8, Google Nexus 5, Laptop Pc Skype, Msn, Ps2, Xbox",Mobile_Electronics,2,Eh wasnt impressed very unappy with it
B00QERR5CY,iXCC Multi pack Lightning cable,Mobile_Electronics,4,very good buy. They are of good quality
B00M644CKC,"Mgotu MINI Drilling Waterproof Flush Mount CCD Car Rear view Back Up Reverse Parking Camera For SUV MPV TRUCK(18.5 mm), With Guide Lines",Mobile_Electronics,5,"If you're looking for some kind of high definition rear view camera then this is not going to be the product for you. I personally do not drive down the freeway or down the street in reverse so I only needed this camera for when I back up in a parking lot or parking in reverse which I do maybe 2 to 4 times a day and it usually takes me 5 seconds to 10 seconds max. I was just looking for a camera to make sure I don't hit a shopping cart, a kid, another persons car or a person in a bike cus we all know they never lookout for themselves. Overall the camera serves it's purpose which is what I was looking for, a rear-view camera at an affordable price. I wasn't expecting full H-D when I ordered this and don't need it for something that I may spend a total of 40 seconds a day looking at ,if that. The quality of the camera is good during the day and at night it's pretty good too, I have LED lights for my reverse lights so that does help. I also liked that it had a little grid so I know where I'm going. The camera came with a drill bit to drill the perfect size hole in my car which I really appreciated, it also came with the needed power cable and video cable. For me it was really easy to install since I have installed stereos and monitor in my cars in the past and also have installed audio and video in my home so it took less then 30 minutes and that's only because I'm the type of person that likes to have a nice professional looking install and don't like having wires all over the place. I received this product at a discount in exchange for my honest review but would recommend this camera to anyone looking for a camera to serve it's purpose."
B00SE92TKS,Mini VCI 16 PIN OBD2 Diagnostic Cable for TOYOTA TIS Techstream Cable V9.30.002,Mobile_Electronics,4,"Item came in decent time (3 weeks) from across the Pacific. Works, but not with the software it came with. I downloaded v9.30.002 and it worked great. The disc that came has techstream v10.00 and the FTDI drivers which installed fine, but the TIS Key generator does not work which is required for this version. Maybe my system is at fault, however I doubt it. Especially since v9.30.002 worked fine."
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,"Works with both iPad and mini.  Like the extra long cables, 6ft is perfect for working while charging."
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,Work perfectly and are more durable than other cables I have used. It has even resisted some wear from my cat chewing on it.
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,I've had these cords for a long time now and both still work well! Love the length for next to my bed or in the car
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,Perfect
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,1,The Cord does not work
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,Works as intended!
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,This cord works great to charge my iPhone!
B00VU7PTKI,[New Element Series] iXCC MicroUSB cables,Mobile_Electronics,5,works perfectly
B00WSML3RW,CN-US® Soft Cover Box Silicone Carry Case Bag For BOSE SoundLink Mini Bluetooth Speaker (Gray),Mobile_Electronics,5,One of the Cheapest case you can get for the Bose mini. Fits perfectly and all ports are accessible.
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,I have used this cable everyday for several weeks!  Not a single complaint!
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,4,Work great!  Very happy with the quality.
B00QERR5CY,iXCC Multi pack Lightning cable,Mobile_Electronics,5,Works well and good quality!
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,Great quality. Best I've come across - equal or better than Apple's own charger.
B00DR0T1M8,ILEIBC233B - ILIVE iBC233B Bluetooth Boom Box,Mobile_Electronics,4,Not sure how long it will hold up as it is a plastic carrier.
B00LJPL9KU,"Portable, Nite Ize STCK-11-R8 Steelie Car Mount Kit for Cellphones - Retail Packaging Consumer Electronic Gadget Shop",Mobile_Electronics,5,Very good
B00AWXA8NE,Mivizu Universal Earphones with In-Ear Noise Reduction for 3.5 mm Earphone Jacks,Mobile_Electronics,5,Good stuff
B00PFLEK6Y,"GREXISTAR (Pack of 10) 1W COB T10 Wedge Ice Blue Light High Quality Car LED Lights Bulb, Black Case",Mobile_Electronics,5,Great bulbs for instrument clusters.
B000IEB034,"Huawei Ascend W1 Case, BoxWave [BodySuit] Premium Textured TPU Rubber Gel Skin Case for Huawei Ascend W1 - Jet Black",Mobile_Electronics,5,"perfect fitting, hard plastic."
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,I have several sets.  No problems and each has worked as well as my original apple ones.
B00M49C6MK,Sentey Ls 4162,Mobile_Electronics,5,This is the best bluetooth speaker ever!!! It was easy to pair with my phone.  My boyfriend and I went to the beach shortly after receiving this and it was loud and the sound is clear. Best buy ever!
B00N9LA516,"Dash Cam Full HD 1080p Recorder with 2.7inch screen, Car Mount, Charger and HDMI Cable",Mobile_Electronics,3,POWER SUPPLY STOPPED WORKING AFTER TWO WEEKS OF PURCHASE. NEED A REPLACEMENT POWER SUPPLY.
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,1,Received two of these. One fell apart right when opened. These are cheap and not worth the money.
B00XKUH6KY,FOME New Auto Car Sun Visor & Dashboard Mount Sunglasses Eyeglasses Pen Stand Holder Clip (single holder) + FOME Gift,Mobile_Electronics,1,They pop open when you hit bumps. Not good.
B011DTG6PO,EMY Car DVR Big Eye H.264 1080P Full HD 1920x1080 Dash Cam Camcorder with Night Vision G Sensor 170° Wide Angle 3.0'' LCD,Mobile_Electronics,5,EMY 1080P Full HD 1920x1080 Car DVR Camcorder with Night Vision G Sensor 120° Wide Angle H.264 4x Zoom 2.7'' LCD<br />This dash cam is a great item to have in your car and on because it is small and compact.  The features of this dashcam are awesome and listed above.  The zoom and great video quality is a major plus for this dashcam. This EMY dash cam is easy to setup and get working.  I recommend this dash cam.  I purchased at a discount for my honest unbiased review per the FTC.
B00OLNHG0E,Moonet Connect IPhone 5 Iphone 6 Iphone 6 plus 3.5mm Audio Input Auxillary Aux Adapter For Volkswagen VW Beetle Cabrio Golf Jetta Passat Polo T5,Mobile_Electronics,3,"I did not receive the manual or instructions how to connect it or how to use it, I though that the iPhone plug will work as an Audio controller but it is just a iPhone charger, about the sound I think that it needs more power and sometimes I get a little &#34;Beep&#34; in the radio saying &#34;CD ERROR&#34; but the music is still playing."
B00BQZWWKY,XYUN TM Apple iPod Touch 5 Generation Case,Mobile_Electronics,1,This case is the worst the packaging was great but when I opened it it had scratches and other things I don't know what their are but I don't recommend this case at all!
B00QERR5CY,iXCC Multi pack Lightning cable,Mobile_Electronics,4,works well but the plastic cover of usb port slips out of it sometimes. It is a little annoying.
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,5,Works great
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,My items got here in a timely fashion. These are the best non-Apple chargers I've purchased. I keep one at home and keep the other with me throughout the day. Money well spent.
B00U7XE03I,Cambridge SoundWorks OontZ Angle 2 [The PLUS Edition] Ultra Portable Wireless Bluetooth Speaker with Built in Mic up to 15 Hour Playtime works with iPhone iPad tablet Samsung and smart phones (RED),Mobile_Electronics,5,"Great sound from a little box, and what seems to me to be excellent battery life. The fact it is water-resistant means if it gets caught in a sudden Summer storm here in the South, it isn't destroyed."
B00LAG4HN4,"iXCC Element II Lightning Cable 6ft, iPhone Charger, for iPhone 7 6s 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](White and Black)",Mobile_Electronics,1,doesnt work well
B00D5P58VI,"Bee&rose 2013 New Fashion Multifunction Bunny Girl Painting School Laptop Backpack Pu Leather Ladies Tech Friendly Backpack/purse Case Cover for Ipad,ipad Mini,touch,ipad 2 3 4,samsung Galaxy Tab 2,note 8.0,kindle Fire Hd,coby,asus Memo Pad,asus Vivotab,notebook,laptop,and Plenty of Room for Books and Accesseries,everything Woman Backpack,shoulders Back Handbag Good Birthday Xmas Hallowmas Gift to",Mobile_Electronics,2,"the straps broke at the seam where it was attached to the bag, after only about a month"
B00BXCN70O,GMYLE(TM) Permium PU Leather Slim Flip Microfiber Case Cover for Barnes & Noble Nook Simple Touch ebook Reader,Mobile_Electronics,4,Good quality just wish it had a clasp to keep it closed.
B00J46XO9U,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified](Black and White)",Mobile_Electronics,5,It is a perfect replacement for your Apple charging cord.  It works good with iphone 6 and Ipad.
B004XKZ1UC,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,5,great
B00COA3W9U,Almond Blossom by Vincent van Gogh - Geeks Designer Line Artist Series Hard Case for Apple iPod Touch 5,Mobile_Electronics,2,"Very cute case that has a pattern that wraps around entirely. However, the case chips extremely easily. One drop and the case breaks off its corner, making it useless to protect a second drop there."
B004DMZF0G,Car Charger for Nokia Phones,Mobile_Electronics,5,Exactly what I ordered at a very good price.
B0009NXN7K,Alpine SWR1242D / SWR-1242D / SWR-1242D 12 DVC Car Subwoofer,Mobile_Electronics,2,Failed in an application well below the rated power.  Poor design quality where reliability is concerned based on my experience.
B0067XVNTG,"Generic Car Dashboard Video Camera Vehicle Video Accident Recorder (2.0"" 1080P)",Mobile_Electronics,1,"FALSE , DOSENT HAVE WALL CHARGER."
B00EDBQU1K,LAUNCH original scanner update on internet high quality x431 launch CResetter oil lamp reset tool,Mobile_Electronics,5,excellent product for price
B001Q5DQOU,Sirius Radio Dot Micro Car Antenna,Mobile_Electronics,5,Worked great..
B00CAK5YZO,VTRRS22162S - RCA RS22162S 5 CD Mini Shelf System,Mobile_Electronics,3,"speakers are a little flimsy, but for the price, well worth it..."
B010CFPUMK,"Memorex Portable Boombox Bluetooth Feature with Digital FM Radio, AUX Line-in Connection (Black)(Certified Refurbished)",Mobile_Electronics,4,Good product
B00LAG4F6S,iXCC Multi pack Lightning cable,Mobile_Electronics,4,"These are nice and sturdy, but they only work with my iPad Air and NOT with my iPhone 6"
B00N2MEGB2,G1W-C Capacitor Model Dashboard Dash Cam - Heat Resistant,Mobile_Electronics,4,expectations were met for this order.
B00L7C22WE,"REXING F9US Version 2.7"" LCD FHD 1080p 170 Degree Wide Angle Car Dashboard Camera Recorder Dash Cam with G-Sensor, WDR, Motion Detection",Mobile_Electronics,1,"This has the potential to be a great inexpensive dashcam, but two flaws are ruining it for me:<br />1. Despite what the product pictures show, the camera has a BRIGHT silver lens barrel, not the more subtle black one show in the pics. This would be a minor cosmetic issue, except for the fact that the silver barrel makes this SUPER OBVIOUS if you leave it mounted to your windshield when your car is parked. It's like the damn thing was designed to be enticing to thieves. I contacted Amazon about this and they sent me a second one, which (despite the pics on the site and the product box) also sports the bright silver color. Annoying, but fixable with a Sharpie and some time.<br />2. The dashcam broke within a couple weeks of installing it. It works for about 3 minutes before powering off completely, and refuses to power up again until the power cord is completely disconnected and re-inserted (hardly safe while driving). I've heard good things from trusted sources about this camera so I'm hoping this is just a fluke and hopefully the soon-to-be-received replacement will be awesome, but this early and sudden failure (coupled with the issue noted above) doesn't inspire a lot of confidence.<br /><br />**UPDATE**  Wanted to provide an update. About ~15 months after purchasing the original and then getting the replacement because the 1st one was DOA, the second camera is broken. It powers on and I can &#34;use&#34; it as you'd expect, but it no longer records reliably to memory cards (I've tried with different known-good cards formatted in-camera). Super frustrating to find out that it stopped recording files to the card months ago, despite all the icons on the LCD display indicating everything is working fine. Naturally it is just outside the manufacturers warranty now, so I've got an $89 paperweight. I strongly encourage you to skip this camera and buy something else - this one is junk. :-("
B00XTLMKX2,Silicone Case for Microsoft Lumia 640 XL - X-Style blue - Cover PhoneNatic + protective foils,Mobile_Electronics,5,It fits perfectly!  I want it in another color.
B00MFM8AUI,"Lumsing&reg; Portable NFC Bluetooth Speaker,Rechargeable Battery Powerful Sound Bass System for iPhone iPad MP3 Player Smartphones Laptop",Mobile_Electronics,3,For the size and price its worth it. Volume is difficult to control but the sound is good.
B005VKZLR6,NAD Electronics VISO 1 Wireless Digital Music System with Bluetooth for iPod with 30-pin Connector (Black),Mobile_Electronics,4,Good for the price
B00VSRJUA0,Niceshop® 2 Pack MSC-20A Nylon Multifarious Wear Interphone Sheath / Walkie Talkie Case Pouch Bag-Black for Kenwood/Yaesu/PuXing/ QuanSheng Icom Motorola GP338+/344/328/ Baofeng BF-666S/777S/888S/UV-5R/UV-5RB/UV-5RE/UV-6B,Mobile_Electronics,5,"Great for the walkie talkie I purchased for my father.  He hates the clips on walkie talkies, because he wears a belt and any time he is bending over it digs into him or the item gets loose.  He lost a nice set prior on a fishing trip.  So, I purchased him new walkie talkies and these to keep the items in place and from lost.  It has a belt loop vs. a clip so harder to come off.  Also, the material is nice and thick, nicely made and durable."
B00J5Q9OOI,Beats by Dr. Dre Studio 2.0 Wireless Over-Ear Headphones with RemoteTalk Cable (Matte Black),Mobile_Electronics,5,Perfect just what I was looking for
